Strand	locus1	locus2	code	code2	Gene name	SEG	Chr
-	51618055	51618918	NC_000023	3	CENPVL3	__SEG__	ChrX
+	51710512	51711330	NC_000023	1	CENPVL1	__SEG__	ChrX
-	51682013	51682831	NC_000023	2	CENPVL2	__SEG__	ChrX
+	124332918	124335062	NC_000023	D	TEX13D	__SEG__	ChrX
+	135309480	135309659	NC_000023	C	ETDC	__SEG__	ChrX
+	30250494	30251537	NC_000023	B1	MAGEB1	__SEG__	ChrX
+	30218581	30219540	NC_000023	B2	MAGEB2	__SEG__	ChrX
+	30235925	30236965	NC_000023	B3	MAGEB3	__SEG__	ChrX
+	30242136	30243176	NC_000023	B4	MAGEB4	__SEG__	ChrX
-	70258527	70259624	NC_000023	4	P2RY4	__SEG__	ChrX
+	153982063	153982848	NC_000023	187	TMEM187	__SEG__	ChrX
-	140783578	140784366	NC_000023	1	CDR1	__SEG__	ChrX
-	93671784	93673304	NC_000023	3	NAP1L3	__SEG__	ChrX
+	103629917	103630396	NC_000023	1	TCEAL1	__SEG__	ChrX
+	153182390	153183319	NC_000023	1	MAGEA1	__SEG__	ChrX
+	152700833	152701777	NC_000023	3	MAGEA3	__SEG__	ChrX
-	140503720	140505060	NC_000023	SOX-3	SOX3	__SEG__	ChrX
+	155773872	155774738	NC_000023	3	SPRY3	__SEG__	ChrX
-	119870582	119871613	NC_000023	113A	RNF113A	__SEG__	ChrX
-	57908021	57910420	NC_000023	ZXDA	ZXDA	__SEG__	ChrX
+	57592049	57594460	NC_000023	ZXDB	ZXDB	__SEG__	ChrX
+	121047685	121049361	NC_000023	precursor	GLUD2	__SEG__	ChrX
+	154886375	154887490	NC_000023	protein	F8A1	__SEG__	ChrX
+	37990840	37991193	NC_000023	M	HYPM	__SEG__	ChrX
-	109624592	109625020	NC_000023	5	KCNE5	__SEG__	ChrX

+	96884311	96885096	NC_000023	subunit	RPA4	__SEG__	ChrX

+	55452375	55453034	NC_000023	H1	MAGEH1	__SEG__	ChrX
+	102653914	102658101	NC_000023	1	GPRASP1	__SEG__	ChrX
-	142202866	142203987	NC_000023	C2	MAGEC2	__SEG__	ChrX
+	103357685	103357999	NC_000023	9	TCEAL9	__SEG__	ChrX
-	103825179	103825784	NC_000023	Rab-9B	RAB9B	__SEG__	ChrX
-	133217042	133218259	NC_000023	3	TFDP3	__SEG__	ChrX
+	101552931	101554292	NC_000023	1	ARMCX1	__SEG__	ChrX
+	51743627	51745513	NC_000023	ERF3B	GSPT2	__SEG__	ChrX

+	46573932	46575392	NC_000023	precursor	CHST7	__SEG__	ChrX
+	76427931	76430804	NC_000023	E1	MAGEE1	__SEG__	ChrX
-	152115166	152115540	NC_000023	5	MAGEA5	__SEG__	ChrX
+	38804947	38805498	NC_000023	1	MID1IP1	__SEG__	ChrX
-	73213110	73214492	NC_000023	2	NAP1L2	__SEG__	ChrX
+	44844133	44844705	NC_000023	21	DUSP21	__SEG__	ChrX
-	30559450	30560355	NC_000023	CXorf21	CXorf21	__SEG__	ChrX
-	42777471	42778079	NC_000023	4	PPP1R2C	__SEG__	ChrX
-	31071402	31071953	NC_000023	17	FTHL17	__SEG__	ChrX
+	79171008	79172009	NC_000023	174	GPR174	__SEG__	ChrX
+	153073063	153074262	NC_000023	6A	PNMA6A	__SEG__	ChrX
+	103609065	103609667	NC_000023	3	TCEAL3	__SEG__	ChrX
+	88753415	88754320	NC_000023	protein	CPXCR1	__SEG__	ChrX
-	137030148	137031674	NC_000023	101	GPR101	__SEG__	ChrX
+	102126831	102127514	NC_000023	2	TCEAL2	__SEG__	ChrX
-	153444720	153445430	NC_000023	2	TREX2	__SEG__	ChrX
-	155459580	155459927	NC_000023	2/3	H2AFB3	__SEG__	ChrX
+	41727027	41728037	NC_000023	82	GPR82	__SEG__	ChrX
+	91435578	91436726	NC_000023	5	PABPC5	__SEG__	ChrX
-	103499923	103500756	NC_000023	Rab-40A	RAB40A	__SEG__	ChrX
-	128051076	128052206	NC_000023	T1	ACTRT1	__SEG__	ChrX
+	102714870	102717386	NC_000023	2	GPRASP2	__SEG__	ChrX
-	75783480	75785051	NC_000023	E2	MAGEE2	__SEG__	ChrX
+	89922086	89922811	NC_000023	TGIF2LX	TGIF2LX	__SEG__	ChrX
-	64189879	64193286	NC_000023	1	AMER1	__SEG__	ChrX
+	22272992	22274269	NC_000023	ZNF645	CBLL2	__SEG__	ChrX

-	120626210	120627166	NC_000023	1	C1GALT1C1	__SEG__	ChrX
-	78656993	78658420	NC_000023	3	RTL3	__SEG__	ChrX
-	21655854	21657788	NC_000023	34	KLHL34	__SEG__	ChrX
-	103253626	103253979	NC_000023	8	TCEAL8	__SEG__	ChrX
-	143628595	143631108	NC_000023	precursor	SLITRK4	__SEG__	ChrX
+	26193847	26195070	NC_000023	B6	MAGEB6	__SEG__	ChrX
+	26138986	26140017	NC_000023	B18	MAGEB18	__SEG__	ChrX
+	118825245	118826453	NC_000023	12	ZCCHC12	__SEG__	ChrX
-	152766706	152767650	NC_000023	6	MAGEA6	__SEG__	ChrX
+	101624980	101626119	NC_000023	3	ARMCX3	__SEG__	ChrX
-	126551217	126552608	NC_000023	1	DCAF12L1	__SEG__	ChrX
-	130384440	130385447	NC_000023	receptor	GPR119	__SEG__	ChrX
+	48829124	48829825	NC_000023	precursor	ERAS	__SEG__	ChrX
+	27821307	27822350	NC_000023	B10	MAGEB10	__SEG__	ChrX
+	23000058	23001953	NC_000023	53	DDX53	__SEG__	ChrX
+	55623712	55624647	NC_000023	R2	FOXR2	__SEG__	ChrX
+	74304267	74304767	NC_000023	13	ZCCHC13	__SEG__	ChrX
+	135422132	135422368	NC_000023	2A	SMIM10L2A	__SEG__	ChrX
+	51407017	51408528	NC_000023	CXorf67	CXorf67	__SEG__	ChrX

+	21856485	21857603	NC_000023	YY2	YY2	__SEG__	ChrX

+	70062525	70063391	NC_000023	6A	OTUD6A	__SEG__	ChrX
+	53076622	53077743	NC_000023	X1	GPR173	__SEG__	ChrX
+	97847263	97849017	NC_000023	polyprotein	LOC105373297	__SEG__	ChrX
+	109733018	109733587	NC_000023	LOC105373311	LOC105373311	__SEG__	ChrX
-	134566044	134566682	NC_000023	X1	PLAC1	__SEG__	ChrX
-	152990252	152991598	NC_000023	X1	PNMA5	__SEG__	ChrX
+	106205433	106207523	NC_000023	X1	MUM1L1	__SEG__	ChrX
-	55486804	55488939	NC_000023	X1	USP51	__SEG__	ChrX
-	56994171	56994947	NC_000023	X1	SPIN3	__SEG__	ChrX
+	78754870	78755982	NC_000023	X1	LPAR4	__SEG__	ChrX
+	93709420	93710166	NC_000023	X1	FAM133A	__SEG__	ChrX
-	52947947	52948588	NC_000023	X1	FAM156A	__SEG__	ChrX
-	152750419	152751363	NC_000023	X1	MAGEA2	__SEG__	ChrX
+	149884273	149885229	NC_000023	X1	MAGEA8	__SEG__	ChrX
-	133025479	133028220	NC_000023	X1	USP26	__SEG__	ChrX
-	101655690	101657588	NC_000023	X1	ARMCX2	__SEG__	ChrX
-	13652998	13653414	NC_000023	LOC107985657	LOC107985657	__SEG__	ChrX
-	40104869	40105966	NC_000023	LOC107985687	LOC107985687	__SEG__	ChrX
-	119249307	119250824	NC_000023	17B-like	LOC107985692	__SEG__	ChrX
+	80442540	80443709	NC_000023	X1	FAM46D	__SEG__	ChrX
+	149786211	149787158	NC_000023	X1	MAGEA9	__SEG__	ChrX
-	47836052	47836783	NC_000023	LOC112268305	LOC112268305	__SEG__	ChrX
-	70801157	70801336	NC_000023	30-like	LOC112268306	__SEG__	ChrX
-	17878267	17879892	NC_000024	2	CDY2B	__SEG__	ChrY
+	18136112	18136465	NC_000024	2	XKRY2	__SEG__	ChrY
-	2488635	2490719	NC_000024	1	ZBED1	__SEG__	ChrY
-	2786989	2787603	NC_000024	protein	SRY	__SEG__	ChrY
-	17769544	17769897	NC_000024	2	XKRY	__SEG__	ChrY
+	18026115	18027740	NC_000024	2	CDY2A	__SEG__	ChrY
56960392	56961258	NC_000024	protein	3	SPRY3	__SEG__	ChrY
+	3579245	3579802	NC_000024	TGIF2LY	TGIF2LY	__SEG__	ChrY
